seqno,configno,hitno,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qhits
1,78,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,78,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,78,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,78,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,78,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,78,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,78,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,78,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,78,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,78,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,78,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,78,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,78,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,78,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,78,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,78,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,78,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,78,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,79,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,79,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,79,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,79,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,79,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,79,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,79,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,79,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,79,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,79,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,79,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,79,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,79,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,79,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,79,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,80,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,80,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,80,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,80,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,80,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,80,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,80,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,80,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,80,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,80,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,80,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,80,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,80,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,80,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,80,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,81,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,81,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,81,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,81,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,81,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,81,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,81,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,81,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,81,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,81,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,81,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,81,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,81,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,81,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,81,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,82,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,82,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,82,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,82,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,82,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,82,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,82,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,82,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,82,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,82,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,82,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,82,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,82,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,82,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,82,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,82,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,82,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,82,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,83,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,83,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,83,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,83,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,83,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,83,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,83,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,83,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,83,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,83,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,83,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,83,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,83,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,83,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,83,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,83,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,83,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,83,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,84,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,84,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,84,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,84,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,84,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,84,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,84,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,84,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,84,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,84,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,84,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,84,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,84,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,84,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,84,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,85,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,85,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,85,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,85,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,85,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,85,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,85,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,85,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,85,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,85,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,85,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,85,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,85,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,85,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,85,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,86,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,86,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,86,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,86,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,86,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,86,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,86,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,86,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,86,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,86,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,86,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,86,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,86,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,86,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,86,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,87,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,87,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,87,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,87,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,87,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,87,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,87,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,87,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,87,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,87,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,87,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,87,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,87,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,87,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,87,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,87,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,87,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,87,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,88,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,88,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,88,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,88,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,88,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,88,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,88,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,88,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,88,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,88,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,88,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,88,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,88,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,88,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,88,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,88,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,88,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,88,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,89,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,89,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,89,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,89,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,89,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,89,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,89,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,89,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,89,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
